Y,M,D,Q (cms)
2009,1,5,340
2009,1,6,380
2009,1,7,480
2009,1,8,467
2009,1,9,445
2009,1,10,394
2009,1,11,405
2009,1,12,415
2009,1,13,407
2009,1,14,384
2009,1,15,366
2009,1,16,365
2009,1,17,359
2009,1,18,330
2009,1,19,340
2009,1,20,360
2009,1,21,400
2009,1,22,440
2009,1,23,480
2009,1,24,486
2009,1,25,468
2009,1,26,433
2009,1,27,351
2009,1,28,389
2009,1,29,398
2009,1,30,355
2009,1,31,363
2009,2,1,365
2009,2,2,377
2009,2,3,391
2009,2,4,382
2009,2,5,404
2009,2,6,435
2009,2,7,424
2009,2,8,414
2009,2,9,432
2009,2,10,432
2009,2,11,422
2009,2,12,386
2009,2,13,371
2009,2,14,409
2009,2,15,386
2009,2,16,388
2009,2,17,386
2009,2,18,379
2009,2,19,358
2009,2,20,361
2009,2,21,359
2009,2,22,378
2009,2,23,424
2009,2,24,567
2009,2,25,649
2009,2,26,604
2009,2,27,465
2009,2,28,441
2009,3,1,534
2009,3,2,502
2009,3,3,727
2009,3,4,865
2009,3,5,796
2009,3,6,712
2009,3,7,595
2009,3,8,621
2009,3,9,501
2009,3,10,544
2009,3,11,454
2009,3,12,478
2009,3,13,492
2009,3,14,511
2009,3,15,541
2009,3,16,664
2009,3,17,1070
2009,3,18,1010
2009,3,19,960
2009,3,20,1040
2009,3,21,1310
2009,3,22,1520
2009,3,23,1370
2009,3,24,1210
2009,3,25,1110
2009,3,26,986
2009,3,27,901
2009,3,28,883
2009,3,29,965
2009,3,30,884
2009,3,31,900
2009,4,1,858
2009,4,2,859
2009,4,3,854
2009,4,4,811
2009,4,5,818
2009,4,6,890
2009,4,7,1090
2009,4,8,1510
2009,4,9,1680
2009,4,10,1720
2009,4,11,1780
2009,4,12,1910
2009,4,13,2160
2009,4,14,2220
2009,4,15,1980
2009,4,16,1810
2009,4,17,2000
2009,4,18,2320
2009,4,19,2540
2009,4,20,3010
2009,4,21,3790
2009,4,22,4660
2009,4,23,5190
2009,4,24,4160
2009,4,25,3490
2009,4,26,3030
2009,4,27,2720
2009,4,28,2550
2009,4,29,2340
2009,4,30,2170
2009,5,1,2000
2009,5,2,1980
2009,5,3,2060
2009,5,4,2350
2009,5,5,2790
2009,5,6,3290
2009,5,7,3380
2009,5,8,3120
2009,5,9,2910
2009,5,10,2800
2009,5,11,2870
2009,5,12,3090
2009,5,13,2860
2009,5,14,2760
2009,5,15,2750
2009,5,16,2870
2009,5,17,3250
2009,5,18,4360
2009,5,19,6170
2009,5,20,6420
2009,5,21,5380
2009,5,22,4840
2009,5,23,5030
2009,5,24,5400
2009,5,25,5820
2009,5,26,5350
2009,5,27,5000
2009,5,28,5060
2009,5,29,5170
2009,5,30,5400
2009,5,31,5710
2009,6,1,5660
2009,6,2,5540
2009,6,3,5080
2009,6,4,5080
2009,6,5,5050
2009,6,6,5080
2009,6,7,4690
2009,6,8,3890
2009,6,9,3420
2009,6,10,3180
2009,6,11,3070
2009,6,12,3230
2009,6,13,3170
2009,6,14,3190
2009,6,15,3160
2009,6,16,3020
2009,6,17,3160
2009,6,18,3000
2009,6,19,2820
2009,6,20,2800
2009,6,21,2640
2009,6,22,2770
2009,6,23,2380
2009,6,24,2210
2009,6,25,2300
2009,6,26,2500
2009,6,27,2320
2009,6,28,2120
2009,6,29,2020
2009,6,30,2030
2009,7,1,1990
2009,7,2,1830
2009,7,3,1700
2009,7,4,1730
2009,7,5,1590
2009,7,6,1530
2009,7,7,1430
2009,7,8,1320
2009,7,9,1220
2009,7,10,1140
2009,7,11,1070
2009,7,12,1040
2009,7,13,1060
2009,7,14,1020
2009,7,15,955
2009,7,16,905
2009,7,17,857
2009,7,18,822
2009,7,19,790
2009,7,20,760
2009,7,21,738
2009,7,22,710
2009,7,23,682
2009,7,24,664
2009,7,25,637
2009,7,26,616
2009,7,27,596
2009,7,28,587
2009,7,29,575
2009,7,30,562
2009,7,31,540
2009,8,1,520
2009,8,2,504
2009,8,3,491
2009,8,4,476
2009,8,5,466
2009,8,6,492
2009,8,7,620
2009,8,8,668
2009,8,9,571
2009,8,10,531
2009,8,11,495
2009,8,12,471
2009,8,13,455
2009,8,14,458
2009,8,15,469
2009,8,16,452
2009,8,17,440
2009,8,18,430
2009,8,19,419
2009,8,20,406
2009,8,21,395
2009,8,22,382
2009,8,23,376
2009,8,24,380
2009,8,25,380
2009,8,26,370
2009,8,27,370
2009,8,28,365
2009,8,29,359
2009,8,30,400
2009,8,31,447
2009,9,1,414
2009,9,2,384
2009,9,3,369
2009,9,4,359
2009,9,5,359
2009,9,6,356
2009,9,7,353
2009,9,8,350
2009,9,9,352
2009,9,10,345
2009,9,11,337
2009,9,12,334
2009,9,13,331
2009,9,14,329
2009,9,15,357
2009,9,16,356
2009,9,17,342
2009,9,18,334
2009,9,19,329
2009,9,20,325
2009,9,21,325
2009,9,22,328
2009,9,23,326
2009,9,24,322
2009,9,25,318
2009,9,26,313
2009,9,27,312
2009,9,28,312
2009,9,29,311
2009,9,30,332
2009,10,1,339
2009,10,2,338
2009,10,3,342
2009,10,4,498
2009,10,5,477
2009,10,6,432
2009,10,7,420
2009,10,8,416
2009,10,9,399
2009,10,10,389
2009,10,11,377
2009,10,12,370
2009,10,13,377
2009,10,14,526
2009,10,15,772
2009,10,16,608
2009,10,17,505
2009,10,18,474
2009,10,19,540
2009,10,20,597
2009,10,21,509
2009,10,22,472
2009,10,23,450
2009,10,24,491
2009,10,25,468
2009,10,26,442
2009,10,27,460
2009,10,28,438
2009,10,29,409
2009,10,30,429
2009,10,31,441
2009,11,1,452
2009,11,2,446
2009,11,3,432
2009,11,4,418
2009,11,5,414
2009,11,6,422
2009,11,7,458
2009,11,8,424
2009,11,9,390
2009,11,10,404
2009,11,11,408
2009,11,12,487
2009,11,13,423
2009,11,14,420
2009,11,15,365
2009,11,16,375
2009,11,17,429
2009,11,18,445
2009,11,19,404
2009,11,20,403
2009,11,21,442
2009,11,22,397
2009,11,23,394
2009,11,24,365
2009,11,25,388
2009,11,26,383
2009,11,27,426
2009,11,28,430
2009,11,29,350
2009,11,30,351
2009,12,1,372
2009,12,2,331
2009,12,3,260
2009,12,4,220
2009,12,5,280
2009,12,6,264
2009,12,7,250
2009,12,8,239
2009,12,9,362
2009,12,10,273
2009,12,11,276
2009,12,12,372
2009,12,13,459
2009,12,14,469
2009,12,15,431
2009,12,16,437
2009,12,17,433
2009,12,18,411
2009,12,19,380
2009,12,20,381
2009,12,21,392
2009,12,22,387
2009,12,23,359
2009,12,24,315
2009,12,25,281
2009,12,26,284
2009,12,27,298
2009,12,28,496
2009,12,29,377
2009,12,30,395
2009,12,31,377
2010,1,1,379
2010,1,2,365
2010,1,3,363
2010,1,4,343
2010,1,5,358
2010,1,6,364
2010,1,7,358
2010,1,8,321
2010,1,9,331
2010,1,10,358
2010,1,11,350
2010,1,12,350
2010,1,13,388
2010,1,14,401
2010,1,15,370
2010,1,16,361
2010,1,17,368
2010,1,18,366
2010,1,19,389
2010,1,20,387
2010,1,21,383
2010,1,22,378
2010,1,23,380
2010,1,24,366
2010,1,25,359
2010,1,26,369
2010,1,27,369
2010,1,28,361
2010,1,29,351
2010,1,30,354
2010,1,31,364
2010,2,1,357
2010,2,2,347
2010,2,3,351
2010,2,4,353
2010,2,5,360
2010,2,6,357
2010,2,7,337
2010,2,8,313
2010,2,9,356
2010,2,10,377
2010,2,11,366
2010,2,12,371
2010,2,13,376
2010,2,14,369
2010,2,15,388
2010,2,16,409
2010,2,17,413
2010,2,18,417
2010,2,19,414
2010,2,20,405
2010,2,21,380
2010,2,22,330
2010,2,23,345
2010,2,24,438
2010,2,25,403
2010,2,26,371
2010,2,27,381
2010,2,28,386
2010,3,1,418
2010,3,2,465
2010,3,3,505
2010,3,4,544
2010,3,5,549
2010,3,6,556
2010,3,7,588
2010,3,8,663
2010,3,9,688
2010,3,10,627
2010,3,11,564
2010,3,12,551
2010,3,13,560
2010,3,14,522
2010,3,15,528
2010,3,16,597
2010,3,17,711
2010,3,18,957
2010,3,19,960
2010,3,20,903
2010,3,21,882
2010,3,22,872
2010,3,23,815
2010,3,24,791
2010,3,25,804
2010,3,26,782
2010,3,27,720
2010,3,28,721
2010,3,29,761
2010,3,30,1160
2010,3,31,1090
2010,4,1,983
2010,4,2,894
2010,4,3,853
2010,4,4,769
2010,4,5,779
2010,4,6,722
2010,4,7,680
2010,4,8,717
2010,4,9,681
2010,4,10,679
2010,4,11,699
2010,4,12,760
2010,4,13,826
2010,4,14,830
2010,4,15,934
2010,4,16,1290
2010,4,17,1860
2010,4,18,2330
2010,4,19,2630
2010,4,20,3050
2010,4,21,4710
2010,4,22,4080
2010,4,23,3520
2010,4,24,3180
2010,4,25,2900
2010,4,26,2690
2010,4,27,2810
2010,4,28,3290
2010,4,29,2860
2010,4,30,2500
2010,5,1,2240
2010,5,2,2030
2010,5,3,1940
2010,5,4,1960
2010,5,5,1840
2010,5,6,1770
2010,5,7,1660
2010,5,8,1630
2010,5,9,1590
2010,5,10,1660
2010,5,11,1700
2010,5,12,1720
2010,5,13,1830
2010,5,14,2000
2010,5,15,2240
2010,5,16,2590
2010,5,17,3060
2010,5,18,3890
2010,5,19,3970
2010,5,20,4190
2010,5,21,3740
2010,5,22,3210
2010,5,23,2810
2010,5,24,2500
2010,5,25,2250
2010,5,26,2090
2010,5,27,2220
2010,5,28,2260
2010,5,29,2330
2010,5,30,2250
2010,5,31,2240
2010,6,1,2390
2010,6,2,2600
2010,6,3,5280
2010,6,4,7080
2010,6,5,9790
2010,6,6,7890
2010,6,7,7960
2010,6,8,7230
2010,6,9,6220
2010,6,10,5630
2010,6,11,4910
2010,6,12,4300
2010,6,13,4180
2010,6,14,4240
2010,6,15,4480
2010,6,16,4470
2010,6,17,3780
2010,6,18,3210
2010,6,19,3000
2010,6,20,3140
2010,6,21,3130
2010,6,22,3060
2010,6,23,3050
2010,6,24,3130
2010,6,25,3250
2010,6,26,3070
2010,6,27,2950
2010,6,28,2790
2010,6,29,2790
2010,6,30,2680
2010,7,1,2470
2010,7,2,2290
2010,7,3,2120
2010,7,4,1900
2010,7,5,1770
2010,7,6,1680
2010,7,7,1590
2010,7,8,1490
2010,7,9,1410
2010,7,10,1350
2010,7,11,1310
2010,7,12,1250
2010,7,13,1180
2010,7,14,1100
2010,7,15,1050
2010,7,16,998
2010,7,17,953
2010,7,18,904
2010,7,19,876
2010,7,20,844
2010,7,21,816
2010,7,22,784
2010,7,23,760
2010,7,24,735
2010,7,25,715
2010,7,26,687
2010,7,27,748
2010,7,28,697
2010,7,29,687
2010,7,30,648
2010,7,31,646
2010,8,1,617
2010,8,2,590
2010,8,3,572
2010,8,4,552
2010,8,5,531
2010,8,6,517
2010,8,7,522
2010,8,8,500
2010,8,9,498
2010,8,10,529
2010,8,11,530
2010,8,12,555
2010,8,13,536
2010,8,14,512
2010,8,15,490
2010,8,16,469
2010,8,17,454
2010,8,18,438
2010,8,19,428
2010,8,20,423
2010,8,21,409
2010,8,22,406
2010,8,23,409
2010,8,24,410
2010,8,25,403
2010,8,26,390
2010,8,27,394
2010,8,28,382
2010,8,29,386
2010,8,30,420
2010,8,31,439
2010,9,1,431
2010,9,2,433
2010,9,3,418
2010,9,4,399
2010,9,5,384
2010,9,6,378
2010,9,7,386
2010,9,8,380
2010,9,9,390
2010,9,10,434
2010,9,11,425
2010,9,12,404
2010,9,13,391
2010,9,14,377
2010,9,15,371
2010,9,16,366
2010,9,17,366
2010,9,18,361
2010,9,19,352
2010,9,20,362
2010,9,21,368
2010,9,22,359
2010,9,23,353
2010,9,24,350
2010,9,25,349
2010,9,26,346
2010,9,27,338
2010,9,28,336
2010,9,29,332
2010,9,30,334
2010,10,1,331
2010,10,2,328
2010,10,3,327
2010,10,4,370
2010,10,5,440
2010,10,6,392
2010,10,7,381
2010,10,8,379
2010,10,9,373
2010,10,10,369
2010,10,11,384
2010,10,12,387
2010,10,13,369
2010,10,14,362
2010,10,15,357
2010,10,16,356
2010,10,17,357
2010,10,18,353
2010,10,19,351
2010,10,20,351
2010,10,21,350
2010,10,22,349
2010,10,23,350
2010,10,24,532
2010,10,25,1040
2010,10,26,594
2010,10,27,494
2010,10,28,453
2010,10,29,446
2010,10,30,440
2010,10,31,466
2010,11,1,511
2010,11,2,465
2010,11,3,452
2010,11,4,449
2010,11,5,446
2010,11,6,441
2010,11,7,465
2010,11,8,639
2010,11,9,547
2010,11,10,502
2010,11,11,467
2010,11,12,447
2010,11,13,430
2010,11,14,431
2010,11,15,435
2010,11,16,477
2010,11,17,473
2010,11,18,443
2010,11,19,436
2010,11,20,436
2010,11,21,391
2010,11,22,417
2010,11,23,414
2010,11,24,329
2010,11,25,290
2010,11,26,466
2010,11,27,523
2010,11,28,493
2010,11,29,393
2010,11,30,384
2010,12,1,489
2010,12,2,495
2010,12,3,500
2010,12,4,448
2010,12,5,457
2010,12,6,462
2010,12,7,482
2010,12,8,461
2010,12,9,468
2010,12,10,522
2010,12,11,511
2010,12,12,517
2010,12,13,580
2010,12,14,773
2010,12,15,860
2010,12,16,662
2010,12,17,502
2010,12,18,542
2010,12,19,594
2010,12,20,551
2010,12,21,471
2010,12,22,442
2010,12,23,482
2010,12,24,438
2010,12,25,402
2010,12,26,478
2010,12,27,473
2010,12,28,464
2010,12,29,478
2010,12,30,409
2010,12,31,310
2011,1,1,290
2011,1,2,370
2011,1,3,410
2011,1,4,360
2011,1,5,440
2011,1,6,460
2011,1,7,460
2011,1,8,410
2011,1,9,400
2011,1,10,370
2011,1,11,340
2011,1,12,360
2011,1,13,400
2011,1,14,450
2011,1,15,524
2011,1,16,704
2011,1,17,2680
2011,1,18,1860
2011,1,19,1340
2011,1,20,984
2011,1,21,956
2011,1,22,859
2011,1,23,733
2011,1,24,713
2011,1,25,701
2011,1,26,631
2011,1,27,610
2011,1,28,586
2011,1,29,585
2011,1,30,615
2011,1,31,581
2011,2,1,447
2011,2,2,390
2011,2,3,490
2011,2,4,659
2011,2,5,639
2011,2,6,544
2011,2,7,530
2011,2,8,491
2011,2,9,464
2011,2,10,426
2011,2,11,448
2011,2,12,507
2011,2,13,505
2011,2,14,483
2011,2,15,489
2011,2,16,521
2011,2,17,524
2011,2,18,513
2011,2,19,498
2011,2,20,509
2011,2,21,469
2011,2,22,489
2011,2,23,477
2011,2,24,463
2011,2,25,450
2011,2,26,428
2011,2,27,428
2011,2,28,441
2011,3,1,468
2011,3,2,456
2011,3,3,475
2011,3,4,458
2011,3,5,460
2011,3,6,470
2011,3,7,480
2011,3,8,468
2011,3,9,464
2011,3,10,479
2011,3,11,527
2011,3,12,501
2011,3,13,520
2011,3,14,634
2011,3,15,792
2011,3,16,1500
2011,3,17,1490
2011,3,18,1220
2011,3,19,1100
2011,3,20,988
2011,3,21,953
2011,3,22,955
2011,3,23,904
2011,3,24,903
2011,3,25,912
2011,3,26,888
2011,3,27,889
2011,3,28,850
2011,3,29,807
2011,3,30,808
2011,3,31,917
2011,4,1,1470
2011,4,2,2290
2011,4,3,2300
2011,4,4,1940
2011,4,5,1850
2011,4,6,1850
2011,4,7,1680
2011,4,8,1520
2011,4,9,1440
2011,4,10,1350
2011,4,11,1340
2011,4,12,1430
2011,4,13,1590
2011,4,14,1590
2011,4,15,1490
2011,4,16,1700
2011,4,17,3680
2011,4,18,4170
2011,4,19,3440
2011,4,20,2920
2011,4,21,2640
2011,4,22,2280
2011,4,23,2070
2011,4,24,2010
2011,4,25,2060
2011,4,26,2040
2011,4,27,1890
2011,4,28,1920
2011,4,29,1830
2011,4,30,1720
2011,5,1,1730
2011,5,2,1930
2011,5,3,2320
2011,5,4,2510
2011,5,5,2900
2011,5,6,3540
2011,5,7,4930
2011,5,8,6300
2011,5,9,5390
2011,5,10,5200
2011,5,11,5560
2011,5,12,6130
2011,5,13,7160
