Y,M,D,Q (cms)
2000,10,1,307
2000,10,2,320
2000,10,3,311
2000,10,4,310
2000,10,5,309
2000,10,6,310
2000,10,7,310
2000,10,8,308
2000,10,9,306
2000,10,10,312
2000,10,11,369
2000,10,12,439
2000,10,13,445
2000,10,14,397
2000,10,15,392
2000,10,16,372
2000,10,17,361
2000,10,18,355
2000,10,19,351
2000,10,20,348
2000,10,21,458
2000,10,22,448
2000,10,23,390
2000,10,24,374
2000,10,25,365
2000,10,26,365
2000,10,27,410
2000,10,28,395
2000,10,29,544
2000,10,30,543
2000,10,31,485
2000,11,1,464
2000,11,2,440
2000,11,3,417
2000,11,4,417
2000,11,5,433
2000,11,6,403
2000,11,7,366
2000,11,8,400
2000,11,9,418
2000,11,10,404
2000,11,11,389
2000,11,12,358
2000,11,13,350
2000,11,14,385
2000,11,15,410
2000,11,16,347
2000,11,17,326
2000,11,18,308
2000,11,19,320
2000,11,20,361
2000,11,21,381
2000,11,22,402
2000,11,23,367
2000,11,24,405
2000,11,25,388
2000,11,26,405
2000,11,27,416
2000,11,28,376
2000,11,29,352
2000,11,30,434
2000,12,1,386
2000,12,2,342
2000,12,3,365
2000,12,4,378
2000,12,5,355
2000,12,6,356
2000,12,7,360
2000,12,8,392
2000,12,9,387
2000,12,10,360
2000,12,11,340
2000,12,12,335
2000,12,13,386
2000,12,14,405
2000,12,15,401
2000,12,16,333
2000,12,17,382
2000,12,18,340
2000,12,19,300
2000,12,20,340
2000,12,21,400
2000,12,22,422
2000,12,23,406
2000,12,24,409
2000,12,25,363
2000,12,26,288
2000,12,27,320
2000,12,28,340
2000,12,29,340
2000,12,30,340
2000,12,31,340
2001,1,1,320
2001,1,2,320
2001,1,3,321
2001,1,4,387
2001,1,5,400
2001,1,6,380
2001,1,7,300
2001,1,8,346
2001,1,9,488
2001,1,10,464
2001,1,11,418
2001,1,12,427
2001,1,13,411
2001,1,14,398
2001,1,15,362
2001,1,16,268
2001,1,17,238
2001,1,18,347
2001,1,19,420
2001,1,20,400
2001,1,21,380
2001,1,22,397
2001,1,23,380
2001,1,24,380
2001,1,25,394
2001,1,26,373
2001,1,27,336
2001,1,28,260
2001,1,29,280
2001,1,30,372
2001,1,31,399
2001,2,1,399
2001,2,2,388
2001,2,3,385
2001,2,4,381
2001,2,5,378
2001,2,6,363
2001,2,7,320
2001,2,8,260
2001,2,9,321
2001,2,10,396
2001,2,11,378
2001,2,12,360
2001,2,13,354
2001,2,14,347
2001,2,15,336
2001,2,16,364
2001,2,17,353
2001,2,18,355
2001,2,19,360
2001,2,20,370
2001,2,21,374
2001,2,22,381
2001,2,23,371
2001,2,24,366
2001,2,25,367
2001,2,26,351
2001,2,27,327
2001,2,28,326
2001,3,1,336
2001,3,2,405
2001,3,3,383
2001,3,4,378
2001,3,5,396
2001,3,6,408
2001,3,7,450
2001,3,8,509
2001,3,9,590
2001,3,10,587
2001,3,11,577
2001,3,12,554
2001,3,13,545
2001,3,14,548
2001,3,15,522
2001,3,16,535
2001,3,17,509
2001,3,18,497
2001,3,19,527
2001,3,20,679
2001,3,21,788
2001,3,22,806
2001,3,23,823
2001,3,24,877
2001,3,25,998
2001,3,26,1030
2001,3,27,886
2001,3,28,842
2001,3,29,793
2001,3,30,777
2001,3,31,756
2001,4,1,808
2001,4,2,820
2001,4,3,739
2001,4,4,733
2001,4,5,691
2001,4,6,686
2001,4,7,682
2001,4,8,661
2001,4,9,604
2001,4,10,622
2001,4,11,625
2001,4,12,625
2001,4,13,599
2001,4,14,581
2001,4,15,587
2001,4,16,620
2001,4,17,692
2001,4,18,798
2001,4,19,928
2001,4,20,979
2001,4,21,965
2001,4,22,944
2001,4,23,927
2001,4,24,909
2001,4,25,994
2001,4,26,1240
2001,4,27,1610
2001,4,28,1940
2001,4,29,1810
2001,4,30,1630
2001,5,1,1650
2001,5,2,1520
2001,5,3,1390
2001,5,4,1310
2001,5,5,1330
2001,5,6,1390
2001,5,7,1400
2001,5,8,1470
2001,5,9,1630
2001,5,10,1730
2001,5,11,1770
2001,5,12,1870
2001,5,13,2300
2001,5,14,2440
2001,5,15,3290
2001,5,16,3510
2001,5,17,2850
2001,5,18,2400
2001,5,19,2190
2001,5,20,2030
2001,5,21,1870
2001,5,22,1770
2001,5,23,1800
2001,5,24,1920
2001,5,25,2040
2001,5,26,2110
2001,5,27,2010
2001,5,28,1820
2001,5,29,1640
2001,5,30,1450
2001,5,31,1310
2001,6,1,1250
2001,6,2,1230
2001,6,3,1190
2001,6,4,1180
2001,6,5,1100
2001,6,6,1010
2001,6,7,944
2001,6,8,886
2001,6,9,866
2001,6,10,871
2001,6,11,869
2001,6,12,992
2001,6,13,909
2001,6,14,826
2001,6,15,772
2001,6,16,730
2001,6,17,705
2001,6,18,689
2001,6,19,671
2001,6,20,658
2001,6,21,654
2001,6,22,640
2001,6,23,630
2001,6,24,626
2001,6,25,605
2001,6,26,601
2001,6,27,583
2001,6,28,608
2001,6,29,575
2001,6,30,550
2001,7,1,537
2001,7,2,519
2001,7,3,504
2001,7,4,491
2001,7,5,482
2001,7,6,477
2001,7,7,472
2001,7,8,505
2001,7,9,501
2001,7,10,553
2001,7,11,581
2001,7,12,533
2001,7,13,496
2001,7,14,469
2001,7,15,482
2001,7,16,501
2001,7,17,486
2001,7,18,458
2001,7,19,448
2001,7,20,440
2001,7,21,431
2001,7,22,420
2001,7,23,412
2001,7,24,402
2001,7,25,381
2001,7,26,358
2001,7,27,351
2001,7,28,346
2001,7,29,343
2001,7,30,368
2001,7,31,474
2001,8,1,388
2001,8,2,344
2001,8,3,325
2001,8,4,320
2001,8,5,313
2001,8,6,305
2001,8,7,297
2001,8,8,291
2001,8,9,287
2001,8,10,298
2001,8,11,290
2001,8,12,283
2001,8,13,282
2001,8,14,282
2001,8,15,284
2001,8,16,279
2001,8,17,272
2001,8,18,264
2001,8,19,260
2001,8,20,260
2001,8,21,259
2001,8,22,258
2001,8,23,260
2001,8,24,261
2001,8,25,259
2001,8,26,256
2001,8,27,251
2001,8,28,247
2001,8,29,247
2001,8,30,248
2001,8,31,248
2001,9,1,248
2001,9,2,245
2001,9,3,244
2001,9,4,243
2001,9,5,247
2001,9,6,323
2001,9,7,382
2001,9,8,317
2001,9,9,300
2001,9,10,290
2001,9,11,294
2001,9,12,267
2001,9,13,277
2001,9,14,346
2001,9,15,304
2001,9,16,296
2001,9,17,303
2001,9,18,294
2001,9,19,280
2001,9,20,268
2001,9,21,265
2001,9,22,261
2001,9,23,258
2001,9,24,254
2001,9,25,252
2001,9,26,259
2001,9,27,259
2001,9,28,254
2001,9,29,252
2001,9,30,252
2001,10,1,253
2001,10,2,250
2001,10,3,250
2001,10,4,248
2001,10,5,248
2001,10,6,251
2001,10,7,253
2001,10,8,249
2001,10,9,253
2001,10,10,259
2001,10,11,322
2001,10,12,343
2001,10,13,302
2001,10,14,326
2001,10,15,308
2001,10,16,297
2001,10,17,294
2001,10,18,303
2001,10,19,293
2001,10,20,290
2001,10,21,286
2001,10,22,288
2001,10,23,427
2001,10,24,427
2001,10,25,351
2001,10,26,337
2001,10,27,334
2001,10,28,330
2001,10,29,360
2001,10,30,372
2001,10,31,535
2001,11,1,612
2001,11,2,518
2001,11,3,468
2001,11,4,441
2001,11,5,413
2001,11,6,402
2001,11,7,390
2001,11,8,372
2001,11,9,348
2001,11,10,356
2001,11,11,355
2001,11,12,353
2001,11,13,350
2001,11,14,346
2001,11,15,341
2001,11,16,336
2001,11,17,337
2001,11,18,368
2001,11,19,343
2001,11,20,337
2001,11,21,395
2001,11,22,470
2001,11,23,460
2001,11,24,387
2001,11,25,377
2001,11,26,380
2001,11,27,310
2001,11,28,235
2001,11,29,373
2001,11,30,419
2001,12,1,381
2001,12,2,400
2001,12,3,419
2001,12,4,389
2001,12,5,390
2001,12,6,403
2001,12,7,395
2001,12,8,349
2001,12,9,368
2001,12,10,390
2001,12,11,360
2001,12,12,367
2001,12,13,408
2001,12,14,406
2001,12,15,367
2001,12,16,364
2001,12,17,441
2001,12,18,391
2001,12,19,406
2001,12,20,435
2001,12,21,416
2001,12,22,319
2001,12,23,258
2001,12,24,234
2001,12,25,212
2001,12,26,240
2001,12,27,280
2001,12,28,320
2001,12,29,380
2001,12,30,380
2001,12,31,380
2002,1,1,420
2002,1,2,400
2002,1,3,420
2002,1,4,380
2002,1,5,328
2002,1,6,386
2002,1,7,461
2002,1,8,468
2002,1,9,465
2002,1,10,415
2002,1,11,416
2002,1,12,440
2002,1,13,409
2002,1,14,374
2002,1,15,398
2002,1,16,307
2002,1,17,321
2002,1,18,340
2002,1,19,360
2002,1,20,392
2002,1,21,406
2002,1,22,375
2002,1,23,376
2002,1,24,379
2002,1,25,386
2002,1,26,397
2002,1,27,392
2002,1,28,295
2002,1,29,212
2002,1,30,301
2002,1,31,417
2002,2,1,437
2002,2,2,402
2002,2,3,351
2002,2,4,336
2002,2,5,324
2002,2,6,336
2002,2,7,454
2002,2,8,425
2002,2,9,372
2002,2,10,333
2002,2,11,380
2002,2,12,374
2002,2,13,363
2002,2,14,394
2002,2,15,369
2002,2,16,388
2002,2,17,436
2002,2,18,453
2002,2,19,469
2002,2,20,476
2002,2,21,456
2002,2,22,470
2002,2,23,537
2002,2,24,592
2002,2,25,518
2002,2,26,451
2002,2,27,476
2002,2,28,524
2002,3,1,460
2002,3,2,421
2002,3,3,415
2002,3,4,450
2002,3,5,489
2002,3,6,513
2002,3,7,567
2002,3,8,523
2002,3,9,491
2002,3,10,536
2002,3,11,514
2002,3,12,631
2002,3,13,739
2002,3,14,642
2002,3,15,601
2002,3,16,593
2002,3,17,549
2002,3,18,542
2002,3,19,533
2002,3,20,525
2002,3,21,543
2002,3,22,647
2002,3,23,885
2002,3,24,963
2002,3,25,1030
2002,3,26,1130
2002,3,27,1190
2002,3,28,1210
2002,3,29,1210
2002,3,30,1330
2002,3,31,1600
2002,4,1,1850
2002,4,2,2090
2002,4,3,1920
2002,4,4,2040
2002,4,5,2320
2002,4,6,2770
2002,4,7,3110
2002,4,8,2660
2002,4,9,2640
2002,4,10,2620
2002,4,11,2570
2002,4,12,2530
2002,4,13,2980
2002,4,14,5400
2002,4,15,7100
2002,4,16,4420
2002,4,17,3470
2002,4,18,2790
2002,4,19,2400
2002,4,20,2210
2002,4,21,2080
2002,4,22,2010
2002,4,23,2190
2002,4,24,2100
2002,4,25,2110
2002,4,26,2250
2002,4,27,2280
2002,4,28,2290
2002,4,29,2360
2002,4,30,2690
2002,5,1,2940
2002,5,2,3160
2002,5,3,3310
2002,5,4,3220
2002,5,5,3130
2002,5,6,2900
2002,5,7,2730
2002,5,8,2490
2002,5,9,2300
2002,5,10,2140
2002,5,11,2060
2002,5,12,2120
2002,5,13,2390
2002,5,14,2850
2002,5,15,3290
2002,5,16,3240
2002,5,17,3250
2002,5,18,3430
2002,5,19,4230
2002,5,20,5350
2002,5,21,4650
2002,5,22,3800
2002,5,23,3140
2002,5,24,2720
2002,5,25,2480
2002,5,26,2420
2002,5,27,2570
2002,5,28,3030
2002,5,29,3570
2002,5,30,4320
2002,5,31,5300
2002,6,1,5110
2002,6,2,4520
2002,6,3,3870
2002,6,4,3420
2002,6,5,3120
2002,6,6,3160
2002,6,7,3060
2002,6,8,2800
2002,6,9,2460
2002,6,10,2200
2002,6,11,1970
2002,6,12,1820
2002,6,13,1780
2002,6,14,1890
2002,6,15,2130
2002,6,16,2340
2002,6,17,2380
2002,6,18,2350
2002,6,19,2190
2002,6,20,1900
2002,6,21,1770
2002,6,22,1950
2002,6,23,1900
2002,6,24,1740
2002,6,25,1690
2002,6,26,1620
2002,6,27,1520
2002,6,28,1400
2002,6,29,1310
2002,6,30,1200
2002,7,1,1090
2002,7,2,999
2002,7,3,918
2002,7,4,865
2002,7,5,822
2002,7,6,779
2002,7,7,749
2002,7,8,721
2002,7,9,679
2002,7,10,648
2002,7,11,620
2002,7,12,603
2002,7,13,588
2002,7,14,581
2002,7,15,584
2002,7,16,580
2002,7,17,576
2002,7,18,563
2002,7,19,598
2002,7,20,593
2002,7,21,559
2002,7,22,535
2002,7,23,530
2002,7,24,500
2002,7,25,484
2002,7,26,474
2002,7,27,467
2002,7,28,459
2002,7,29,453
2002,7,30,444
2002,7,31,436
2002,8,1,427
2002,8,2,423
2002,8,3,417
2002,8,4,423
2002,8,5,414
2002,8,6,409
2002,8,7,402
2002,8,8,403
2002,8,9,400
2002,8,10,392
2002,8,11,381
2002,8,12,370
2002,8,13,363
2002,8,14,357
2002,8,15,351
2002,8,16,346
2002,8,17,341
2002,8,18,339
2002,8,19,339
2002,8,20,336
2002,8,21,336
2002,8,22,347
2002,8,23,344
2002,8,24,347
2002,8,25,343
2002,8,26,340
2002,8,27,363
2002,8,28,375
2002,8,29,358
2002,8,30,353
2002,8,31,356
2002,9,1,337
2002,9,2,330
2002,9,3,325
2002,9,4,317
2002,9,5,325
2002,9,6,329
2002,9,7,361
2002,9,8,370
2002,9,9,345
2002,9,10,336
2002,9,11,327
2002,9,12,320
2002,9,13,314
2002,9,14,309
2002,9,15,306
2002,9,16,302
2002,9,17,315
2002,9,18,364
2002,9,19,344
2002,9,20,328
2002,9,21,321
2002,9,22,320
2002,9,23,317
2002,9,24,314
2002,9,25,311
2002,9,26,310
2002,9,27,312
2002,9,28,318
2002,9,29,320
2002,9,30,328
2002,10,1,335
2002,10,2,334
2002,10,3,333
2002,10,4,333
2002,10,5,330
2002,10,6,326
2002,10,7,325
2002,10,8,323
2002,10,9,322
2002,10,10,322
2002,10,11,321
2002,10,12,320
2002,10,13,321
2002,10,14,324
2002,10,15,325
2002,10,16,325
2002,10,17,324
2002,10,18,322
2002,10,19,320
2002,10,20,319
2002,10,21,318
2002,10,22,314
2002,10,23,374
2002,10,24,367
2002,10,25,338
2002,10,26,326
2002,10,27,321
2002,10,28,327
2002,10,29,326
2002,10,30,346
2002,10,31,306
2002,11,1,240
2002,11,2,237
2002,11,3,277
2002,11,4,316
2002,11,5,338
2002,11,6,368
2002,11,7,374
2002,11,8,443
2002,11,9,448
2002,11,10,416
2002,11,11,382
2002,11,12,362
2002,11,13,363
2002,11,14,366
2002,11,15,346
2002,11,16,342
2002,11,17,350
2002,11,18,337
2002,11,19,338
2002,11,20,341
2002,11,21,350
2002,11,22,374
2002,11,23,382
2002,11,24,389
2002,11,25,347
2002,11,26,291
2002,11,27,311
2002,11,28,331
2002,11,29,338
2002,11,30,341
2002,12,1,344
2002,12,2,326
2002,12,3,314
2002,12,4,331
2002,12,5,354
2002,12,6,325
2002,12,7,296
2002,12,8,225
2002,12,9,219
2002,12,10,324
2002,12,11,375
2002,12,12,385
2002,12,13,370
2002,12,14,421
2002,12,15,481
2002,12,16,439
2002,12,17,416
2002,12,18,351
2002,12,19,321
2002,12,20,332
2002,12,21,376
2002,12,22,365
2002,12,23,326
2002,12,24,264
2002,12,25,260
2002,12,26,280
2002,12,27,380
2002,12,28,478
2002,12,29,509
2002,12,30,432
2002,12,31,438
2003,1,1,409
2003,1,2,387
2003,1,3,398
2003,1,4,412
2003,1,5,426
2003,1,6,387
2003,1,7,331
2003,1,8,312
2003,1,9,319
2003,1,10,380
2003,1,11,420
2003,1,12,435
2003,1,13,429
2003,1,14,495
2003,1,15,573
2003,1,16,486
2003,1,17,448
2003,1,18,393
2003,1,19,373
2003,1,20,394
2003,1,21,440
2003,1,22,457
2003,1,23,519
2003,1,24,545
2003,1,25,503
2003,1,26,500
2003,1,27,1090
2003,1,28,1460
2003,1,29,929
2003,1,30,944
2003,1,31,1630
2003,2,1,1760
2003,2,2,1500
2003,2,3,1140
2003,2,4,944
2003,2,5,714
2003,2,6,652
2003,2,7,577
2003,2,8,624
2003,2,9,564
2003,2,10,577
2003,2,11,527
2003,2,12,507
2003,2,13,550
2003,2,14,578
2003,2,15,538
2003,2,16,549
2003,2,17,555
2003,2,18,525
2003,2,19,496
2003,2,20,504
2003,2,21,497
2003,2,22,500
2003,2,23,481
2003,2,24,422
2003,2,25,408
2003,2,26,442
2003,2,27,474
2003,2,28,455
2003,3,1,457
2003,3,2,427
2003,3,3,457
2003,3,4,432
2003,3,5,425
2003,3,6,443
2003,3,7,447
2003,3,8,433
2003,3,9,455
2003,3,10,489
2003,3,11,538
2003,3,12,548
2003,3,13,644
2003,3,14,910
2003,3,15,1230
2003,3,16,1360
2003,3,17,1250
2003,3,18,1130
2003,3,19,1070
2003,3,20,1110
2003,3,21,1040
2003,3,22,1050
2003,3,23,2020
2003,3,24,1830
2003,3,25,1620
2003,3,26,1680
2003,3,27,1580
2003,3,28,1370
2003,3,29,1270
2003,3,30,1230
2003,3,31,1270
2003,4,1,1490
2003,4,2,1620
2003,4,3,1480
2003,4,4,1350
2003,4,5,1260
2003,4,6,1180
2003,4,7,1070
2003,4,8,1040
2003,4,9,1150
2003,4,10,1490
2003,4,11,2020
2003,4,12,2610
2003,4,13,2650
2003,4,14,2630
2003,4,15,2330
2003,4,16,2110
2003,4,17,1950
2003,4,18,1890
2003,4,19,1800
2003,4,20,1910
2003,4,21,2100
2003,4,22,2360
2003,4,23,2700
2003,4,24,2630
2003,4,25,2870
2003,4,26,2640
2003,4,27,2350
2003,4,28,2160
2003,4,29,2060
2003,4,30,2050
2003,5,1,2020
2003,5,2,2040
2003,5,3,2210
2003,5,4,2710
2003,5,5,2870
2003,5,6,2690
2003,5,7,2480
2003,5,8,2330
2003,5,9,2220
2003,5,10,2090
2003,5,11,2130
2003,5,12,2140
2003,5,13,2270
2003,5,14,2460
2003,5,15,2950
2003,5,16,3540
2003,5,17,3460
2003,5,18,3230
2003,5,19,2860
2003,5,20,2720
2003,5,21,2780
2003,5,22,3280
2003,5,23,4270
2003,5,24,5790
2003,5,25,6550
2003,5,26,6650
2003,5,27,6410
2003,5,28,6700
2003,5,29,8030
2003,5,30,8510
2003,5,31,7800
2003,6,1,6190
2003,6,2,5340
2003,6,3,5000
2003,6,4,4570
2003,6,5,4250
2003,6,6,4190
2003,6,7,4310
2003,6,8,4300
2003,6,9,4410
2003,6,10,4200
2003,6,11,3800
2003,6,12,3460
2003,6,13,3190
2003,6,14,3130
2003,6,15,3170
2003,6,16,2840
2003,6,17,2960
2003,6,18,3100
2003,6,19,3030
2003,6,20,2920
2003,6,21,2550
2003,6,22,2130
2003,6,23,1870
2003,6,24,1700
2003,6,25,1580
2003,6,26,1550
2003,6,27,1580
2003,6,28,1640
2003,6,29,1630
2003,6,30,1620
2003,7,1,1530
2003,7,2,1430
2003,7,3,1330
2003,7,4,1240
2003,7,5,1160
2003,7,6,1100
2003,7,7,1040
2003,7,8,982
2003,7,9,934
2003,7,10,866
2003,7,11,811
2003,7,12,774
2003,7,13,740
2003,7,14,713
2003,7,15,683
2003,7,16,650
2003,7,17,628
2003,7,18,621
2003,7,19,601
2003,7,20,590
2003,7,21,570
2003,7,22,554
2003,7,23,544
2003,7,24,540
2003,7,25,546
2003,7,26,548
2003,7,27,593
2003,7,28,548
2003,7,29,514
2003,7,30,490
2003,7,31,472
2003,8,1,460
2003,8,2,458
2003,8,3,485
2003,8,4,538
2003,8,5,497
2003,8,6,468
2003,8,7,452
2003,8,8,440
2003,8,9,430
2003,8,10,417
2003,8,11,408
2003,8,12,402
2003,8,13,400
2003,8,14,394
2003,8,15,384
2003,8,16,395
2003,8,17,381
2003,8,18,378
2003,8,19,373
2003,8,20,365
2003,8,21,360
2003,8,22,399
2003,8,23,582
2003,8,24,446
2003,8,25,405
2003,8,26,388
2003,8,27,392
2003,8,28,388
2003,8,29,376
2003,8,30,376
2003,8,31,366
2003,9,1,360
2003,9,2,355
2003,9,3,349
2003,9,4,343
2003,9,5,342
2003,9,6,344
2003,9,7,362
2003,9,8,371
2003,9,9,385
2003,9,10,385
2003,9,11,378
2003,9,12,367
2003,9,13,353
2003,9,14,354
2003,9,15,351
2003,9,16,354
2003,9,17,350
2003,9,18,356
2003,9,19,355
2003,9,20,348
2003,9,21,342
2003,9,22,338
2003,9,23,334
2003,9,24,329
2003,9,25,327
2003,9,26,325
2003,9,27,324
2003,9,28,323
2003,9,29,322
2003,9,30,320
2003,10,1,313
2003,10,2,316
2003,10,3,339
2003,10,4,327
2003,10,5,320
2003,10,6,318
2003,10,7,318
2003,10,8,316
2003,10,9,314
2003,10,10,314
2003,10,11,320
2003,10,12,325
2003,10,13,328
2003,10,14,326
2003,10,15,324
2003,10,16,378
2003,10,17,359
2003,10,18,342
2003,10,19,327
2003,10,20,321
2003,10,21,319
2003,10,22,317
2003,10,23,315
2003,10,24,312
2003,10,25,314
2003,10,26,316
2003,10,27,318
2003,10,28,318
2003,10,29,320
2003,10,30,326
2003,10,31,319
2003,11,1,296
2003,11,2,277
2003,11,3,345
2003,11,4,329
2003,11,5,263
2003,11,6,273
2003,11,7,270
2003,11,8,331
2003,11,9,366
2003,11,10,365
2003,11,11,371
2003,11,12,348
2003,11,13,312
2003,11,14,308
2003,11,15,328
2003,11,16,356
2003,11,17,377
2003,11,18,349
2003,11,19,343
2003,11,20,352
2003,11,21,320
2003,11,22,252
2003,11,23,183
2003,11,24,310
2003,11,25,323
2003,11,26,356
2003,11,27,327
2003,11,28,312
2003,11,29,369
2003,11,30,392
2003,12,1,375
2003,12,2,361
2003,12,3,351
2003,12,4,345
2003,12,5,336
2003,12,6,423
2003,12,7,596
2003,12,8,461
2003,12,9,373
2003,12,10,378
2003,12,11,373
2003,12,12,347
2003,12,13,384
2003,12,14,406
2003,12,15,381
2003,12,16,294
2003,12,17,343
2003,12,18,310
2003,12,19,275
2003,12,20,360
2003,12,21,418
2003,12,22,338
2003,12,23,254
2003,12,24,382
2003,12,25,387
2003,12,26,335
2003,12,27,289
2003,12,28,266
2003,12,29,326
2003,12,30,353
2003,12,31,365
2004,1,1,380
2004,1,2,356
2004,1,3,341
2004,1,4,300
2004,1,5,280
2004,1,6,290
2004,1,7,380
2004,1,8,420
2004,1,9,400
2004,1,10,376
2004,1,11,350
2004,1,12,330
2004,1,13,320
2004,1,14,320
2004,1,15,300
2004,1,16,320
2004,1,17,320
2004,1,18,300
2004,1,19,330
2004,1,20,330
2004,1,21,290
2004,1,22,290
2004,1,23,300
2004,1,24,340
2004,1,25,350
2004,1,26,366
2004,1,27,363
2004,1,28,366
2004,1,29,377
2004,1,30,388
2004,1,31,380
2004,2,1,359
2004,2,2,330
2004,2,3,371
2004,2,4,376
2004,2,5,358
2004,2,6,318
2004,2,7,366
2004,2,8,367
2004,2,9,328
2004,2,10,293
2004,2,11,325
2004,2,12,281
2004,2,13,277
2004,2,14,357
2004,2,15,389
2004,2,16,374
2004,2,17,413
2004,2,18,489
2004,2,19,584
2004,2,20,559
2004,2,21,523
2004,2,22,514
2004,2,23,534
2004,2,24,548
2004,2,25,533
2004,2,26,545
2004,2,27,529
2004,2,28,528
2004,2,29,536
2004,3,1,542
2004,3,2,542
2004,3,3,514
2004,3,4,514
2004,3,5,491
2004,3,6,491
2004,3,7,464
2004,3,8,482
2004,3,9,593
2004,3,10,838
2004,3,11,1010
2004,3,12,1090
2004,3,13,1220
2004,3,14,1240
2004,3,15,1130
2004,3,16,1130
2004,3,17,1230
2004,3,18,1420
2004,3,19,1560
2004,3,20,1600
2004,3,21,1630
2004,3,22,1920
2004,3,23,2210
2004,3,24,2500
2004,3,25,2190
2004,3,26,2200
2004,3,27,1870
2004,3,28,1580
2004,3,29,1430
2004,3,30,1480
2004,3,31,1730
2004,4,1,1750
2004,4,2,1670
2004,4,3,1830
2004,4,4,2320
2004,4,5,2700
2004,4,6,2990
2004,4,7,3090
2004,4,8,3040
2004,4,9,2970
2004,4,10,2660
2004,4,11,2430
2004,4,12,2330
2004,4,13,2370
2004,4,14,2450
2004,4,15,2250
2004,4,16,2010
2004,4,17,1840
2004,4,18,1680
2004,4,19,1560
2004,4,20,1500
2004,4,21,1420
2004,4,22,1350
2004,4,23,1300
2004,4,24,1310
2004,4,25,1350
2004,4,26,1440
2004,4,27,1670
2004,4,28,2010
2004,4,29,1940
2004,4,30,1820
2004,5,1,1840
2004,5,2,2050
2004,5,3,2430
2004,5,4,2910
2004,5,5,3400
2004,5,6,3410
2004,5,7,3180
2004,5,8,3010
2004,5,9,2780
2004,5,10,2560
2004,5,11,2510
2004,5,12,2160
2004,5,13,1940
2004,5,14,1760
2004,5,15,1640
2004,5,16,1750
2004,5,17,1700
2004,5,18,1900
2004,5,19,2090
2004,5,20,2020
2004,5,21,2060
2004,5,22,2160
2004,5,23,2130
2004,5,24,2030
2004,5,25,1920
2004,5,26,1840
2004,5,27,1940
2004,5,28,2950
2004,5,29,3320
2004,5,30,2950
2004,5,31,2680
2004,6,1,2500
2004,6,2,2500
2004,6,3,2660
2004,6,4,3110
2004,6,5,3430
2004,6,6,3510
2004,6,7,2930
2004,6,8,2560
2004,6,9,2490
2004,6,10,2360
2004,6,11,2190
2004,6,12,1980
2004,6,13,1880
2004,6,14,1890
2004,6,15,1920
2004,6,16,1890
2004,6,17,1820
2004,6,18,1750
2004,6,19,1720
2004,6,20,1710
2004,6,21,1630
2004,6,22,1590
2004,6,23,1600
2004,6,24,1580
2004,6,25,1580
2004,6,26,1550
2004,6,27,1540
2004,6,28,1480
2004,6,29,1430
2004,6,30,1460
2004,7,1,1400
2004,7,2,1280
2004,7,3,1160
2004,7,4,1090
2004,7,5,1010
2004,7,6,944
2004,7,7,895
2004,7,8,847
2004,7,9,804
2004,7,10,776
2004,7,11,731
2004,7,12,700
2004,7,13,670
2004,7,14,638
2004,7,15,619
2004,7,16,648
2004,7,17,617
2004,7,18,635
2004,7,19,696
2004,7,20,693
2004,7,21,632
2004,7,22,595
2004,7,23,574
2004,7,24,559
2004,7,25,547
2004,7,26,547
2004,7,27,535
2004,7,28,514
2004,7,29,498
2004,7,30,486
2004,7,31,475
2004,8,1,463
2004,8,2,454
2004,8,3,468
2004,8,4,452
2004,8,5,439
2004,8,6,427
2004,8,7,424
2004,8,8,419
2004,8,9,413
2004,8,10,402
2004,8,11,394
2004,8,12,388
2004,8,13,380
2004,8,14,373
2004,8,15,379
2004,8,16,399
2004,8,17,452
2004,8,18,514
2004,8,19,454
2004,8,20,422
2004,8,21,408
2004,8,22,411
2004,8,23,478
2004,8,24,493
2004,8,25,498
2004,8,26,539
2004,8,27,486
2004,8,28,451
2004,8,29,427
2004,8,30,412
2004,8,31,399
2004,9,1,382
2004,9,2,373
2004,9,3,375
2004,9,4,375
2004,9,5,374
2004,9,6,368
2004,9,7,363
2004,9,8,359
2004,9,9,349
2004,9,10,348
2004,9,11,340
2004,9,12,357
2004,9,13,470
2004,9,14,475
2004,9,15,456
2004,9,16,472
2004,9,17,441
2004,9,18,419
2004,9,19,520
2004,9,20,489
2004,9,21,466
2004,9,22,449
2004,9,23,438
2004,9,24,428
2004,9,25,417
2004,9,26,408
2004,9,27,401
2004,9,28,396
2004,9,29,392
2004,9,30,402
2004,10,1,393
2004,10,2,388
2004,10,3,383
2004,10,4,379
2004,10,5,376
2004,10,6,372
2004,10,7,372
2004,10,8,368
2004,10,9,366
2004,10,10,366
2004,10,11,369
2004,10,12,366
2004,10,13,361
2004,10,14,362
2004,10,15,362
2004,10,16,361
2004,10,17,364
2004,10,18,467
2004,10,19,447
2004,10,20,439
2004,10,21,424
2004,10,22,405
2004,10,23,426
2004,10,24,452
2004,10,25,411
2004,10,26,403
2004,10,27,414
2004,10,28,455
2004,10,29,520
2004,10,30,481
2004,10,31,470
2004,11,1,418
2004,11,2,431
2004,11,3,464
2004,11,4,464
2004,11,5,447
2004,11,6,444
2004,11,7,436
2004,11,8,432
2004,11,9,443
2004,11,10,441
2004,11,11,450
2004,11,12,454
2004,11,13,441
2004,11,14,428
2004,11,15,416
2004,11,16,412
2004,11,17,408
2004,11,18,395
2004,11,19,389
